,Player,Mat,Inns,Overs,Mdns,Runs,Wkts,BBI,Ave,Econ,SR,4,5,Region,Region1,Region2,Final Region,p1_z,p2_z,p3_z,rating
446,JW Hastings ,9,9,31,0,247,7,3,35,7,26,0,0,,AUS,,AUS,0.013896931094383325,0.6331168831168834,0.0,0.48873459343204595
1168,GEF Barnett ,5,1,1,0,11,0,0,0,11,0,0,0,,CAN,,CAN,0.4878048780487806,0.0,0.0,0.4878048780487806
320,TK Patel ,7,6,22,0,146,11,4,13,6,12,1,0,,USA,,USA,0.028354432580003506,0.6122448979591839,0.0,0.4875381060493915
342,LN Oluoch ,10,10,29,1,209,10,3,20,7,17,0,0,,KENYA,,KENYA,0.030696117615490008,0.5913729128014844,0.023636429408632552,0.4860440169209196
257,CJ Dala ,9,9,30,1,282,13,3,21,9,13,0,0,,SA,,SA,0.03316863344826683,0.5878942486085346,0.017516950626171323,0.48284779521775345
325,Anwar Ali ,16,15,44,0,367,10,2,36,8,26,0,0,,PAK,,PAK,0.028716558155737926,0.6029684601113174,0.0,0.48094290323922606
400,SP Gauchan ,9,8,30,0,169,8,3,21,5,22,0,0,,NEPAL,,NEPAL,0.018427018582370457,0.6122448979591839,0.0,0.47761069205175843
468,R Panchal ,9,9,28,1,139,7,3,19,4,24,0,0,,ESP,,ESP,0.016531223124683636,0.5844155844155847,0.03541246568152129,0.4725491442771328
335,RM Hira ,15,13,42,1,337,10,2,33,7,25,0,0,,NZ,,NZ,0.02621295360713778,0.5797773654916515,0.019987437219090836,0.47103969633542186
317,SH Obed ,12,9,28,0,190,11,3,17,6,15,0,0,,VAN,,VAN,0.038655201089290776,0.573979591836735,0.0,0.46913989496684194
262,A Mansale ,14,10,26,0,176,13,3,13,6,12,0,0,,VAN,,VAN,0.06143460392334093,0.5426716141001857,0.0,0.4684383144984803
1227,S Kansoy ,4,1,1,0,14,0,0,0,14,0,0,0,,TKY,,TKY,0.46563192904656325,0.0,0.0,0.46563192904656325
469,SR Patel ,18,15,42,0,321,7,2,45,7,36,0,0,,ENG,,ENG,0.021101178006568667,0.5844155844155846,0.0,0.45941286631825706
397,Faran Afzal ,9,8,29,0,143,8,3,17,4,21,0,0,,ESP,,ESP,0.01874191567965614,0.5844155844155847,0.0,0.45705360399134465
293,Muhammad Kashif ,10,9,27,1,212,12,3,17,7,13,0,0,,KUW,,KUW,0.03689814649432302,0.5426716141001857,0.021665160650751938,0.4547344373948382
301,Umar Adam ,11,8,27,0,168,12,3,14,6,13,0,0,,Mald,,,0.04357922642837974,0.5426716141001857,0.0,0.45058293700351904
303,Zulfiqar Babar ,7,7,26,1,185,12,3,15,7,13,0,0,,PAK,,PAK,0.028274040702190462,0.5426716141001857,0.024203141432261405,0.44737932199346053
268,GH O'Brien ,11,11,38,2,232,13,2,17,6,17,0,0,,BMUDA,,BMUDA,0.035141091899355256,0.5125231910946197,0.05521591079412402,0.44714144061738204
439,D Bishoo ,7,7,20,1,137,7,4,19,6,17,1,0,,WI,,WI,0.018597626015269087,0.5519480519480522,0.025686624434012813,0.44540197719331465
305,Aftab Alam ,12,12,40,0,324,11,2,29,7,22,0,0,,AFG,,AFG,0.024186679380521058,0.5612244897959185,0.0,0.44510504672746
379,WA Peatfield ,8,8,28,0,198,9,3,22,7,18,0,0,,GUE,,GUE,0.02138977014342446,0.5635435992578851,0.0,0.4440474695868383
1193,Fahad Tariq ,6,2,3,0,26,0,0,0,8,0,0,0,,UAE,,UAE,0.4434589800443459,0.0,0.0,0.4434589800443459
475,DR Smith ,33,11,23,0,212,7,3,30,8,20,0,0,,WI,,WI,0.07712985062682132,0.48701298701298723,0.0,0.4423895908865617
347,SHA Rance ,8,7,27,0,245,10,3,24,9,16,0,0,,NZ,,NZ,0.024838645896592175,0.5565862708719853,0.0,0.44227834905058117
341,PP Ojha ,6,6,21,0,132,10,4,13,6,12,1,0,,INDIA,,INDIA,0.02362869381666959,0.5565862708719853,0.0,0.4410683969706586
538,Waheed Ahmed ,10,10,27,0,198,6,3,33,7,27,0,0,,UAE,,UAE,0.016851184461731433,0.5635435992578852,0.0,0.4395088839051453
339,Mohammed Shami ,8,8,27,0,275,10,3,27,9,16,0,0,,INDIA,,INDIA,0.021584494941648907,0.5565862708719853,0.0,0.439024198095638
330,PC Connell ,9,8,25,1,156,10,3,15,6,15,0,0,,IRE,,IRE,0.03231318937393196,0.5217996289424862,0.027960491744949627,0.4376431569532714
409,Junaid Khan ,9,9,27,0,236,8,3,29,8,20,0,0,,PAK,,PAK,0.02010321403056296,0.5565862708719854,0.0,0.43754291718455196
369,KS Leverock ,12,8,26,0,210,9,3,23,8,17,0,0,,BMUDA,,BMUDA,0.036473917771578684,0.5322356215213361,0.0,0.43565063391258074
421,AR Nurse ,13,13,40,0,318,8,2,39,7,30,0,0,,WI,,WI,0.018099036275205337,0.5565862708719853,0.0,0.4355387394291943
349,KAJ Roach ,11,11,39,1,284,10,2,28,7,23,0,0,,WI,,WI,0.0229497083621676,0.5333951762523194,0.022590277056809323,0.43429122907981177
1154,J Anderson ,4,1,1,0,13,0,0,0,13,0,0,0,,IRE,,IRE,0.4323725055432373,0.0,0.0,0.43237250554323725
311,Irfan Ahmed ,8,8,27,0,190,11,3,17,7,14,0,0,,HKG,,HKG,0.02869855838447346,0.5357142857142859,0.0,0.43048427267018785
385,MP Stoinis ,19,15,38,0,319,9,2,35,8,25,0,0,,AUS,,AUS,0.03573496567127141,0.5217996289424863,0.0,0.4270846873781362
458,JB Little ,11,11,40,0,367,7,2,52,9,34,0,0,,IRE,,IRE,0.01295504247189816,0.5519480519480522,0.0,0.42691608143293736
310,N Dutta ,11,11,39,0,253,11,2,23,6,21,0,0,,CAN,,CAN,0.02486858029880364,0.5357142857142859,0.0,0.426654294584518
415,Mohammad Ashraful ,23,8,23,0,210,8,3,26,9,17,0,0,,BDESH,,BDESH,0.07098385535545704,0.4730983302411876,0.0,0.4258076030363478
329,K Christie ,11,11,39,0,292,10,2,29,7,23,0,0,,HKG,,HKG,0.021987890345928233,0.5333951762523194,0.0,0.4220342725351678
348,Raza Hasan ,10,10,38,1,219,10,2,21,5,22,0,0,,PAK,,PAK,0.020730395905166763,0.5102040816326532,0.029422480744819398,0.4180946975020663
553,KJ Coetzer ,58,5,11,0,71,5,3,14,6,13,0,0,,SCOT,,SCOT,0.24840159064176448,0.226113172541744,0.0,0.41798647004807243
316,L Ngidi ,7,7,20,0,128,11,4,11,6,10,1,0,,SA,,SA,0.03397198787485062,0.5102040816326533,0.0,0.4166250490993406
523,Sabbir Rahman ,44,8,11,0,70,6,3,11,6,11,0,0,,BDESH,,BDESH,0.24346591310309612,0.22959183673469397,0.0,0.4156597906541166
388,CG Williams ,13,10,23,1,142,9,3,15,6,15,0,0,,NAM,,NAM,0.04846978406089794,0.4696196660482376,0.028436410819228247,0.4149027390066903
430,RJ Trott ,15,13,38,0,277,8,2,34,7,28,0,0,,BMUDA,,BMUDA,0.025238448508331283,0.5194805194805197,0.0,0.414848838118721
600,RML Taylor ,9,9,25,1,196,5,3,39,7,30,0,0,,SCOT,,SCOT,0.012066024183470227,0.5217996289424862,0.02185687128021772,0.4143441815304437
472,MJ Ross ,8,7,19,0,120,7,4,17,6,16,1,0,,ITA,,ITA,0.02459876432954868,0.5194805194805195,0.0,0.4142091539399383
402,JOA Gordon ,7,7,25,0,184,8,3,23,7,19,0,0,,CAN,,CAN,0.01740800620916255,0.5287569573283861,0.0,0.41397572420545214
596,Sharafuddin Ashraf ,8,8,25,1,201,5,3,40,8,30,0,0,,AFG,,AFG,0.01166551329670798,0.5217996289424862,0.021264728996325796,0.41364759950173546
549,V Baskaran ,12,12,36,2,245,5,2,49,6,43,0,0,,SGP,,SGP,0.010367359620561015,0.49860853432282004,0.04923661627505309,0.40894206850020254
336,JR Hopes ,12,12,37,0,283,10,2,28,7,22,0,0,,AUS,,AUS,0.025244679198384357,0.5102040816326532,0.0,0.4078977404228743
416,Mohamed Mahfooz ,11,11,37,0,262,8,2,32,6,28,0,0,,Mald,,,0.016682672617114126,0.5194805194805197,0.0,0.40629306222750383
281,PWH de Silva ,8,8,25,0,204,12,3,17,7,12,0,0,,SL,,SL,0.02869855838447346,0.5009276437847869,0.0,0.4043942912230636
443,G Goudie ,9,9,24,0,224,7,3,32,9,21,0,0,,SCOT,,SCOT,0.020019207140536954,0.5113636363636367,0.0,0.40354193441326447
386,O Thomas ,10,10,37,1,326,9,2,36,8,24,0,0,,WI,,WI,0.017229934893442756,0.5009276437847867,0.018299357679027795,0.40207534657154664
1214,B Ivanov ,3,1,2,0,36,0,0,0,18,0,0,0,,,,,0.39911308203991164,0.0,0.0,0.3991130820399116
1257,Mohamed Arief ,5,2,2,0,19,0,0,0,9,0,0,0,,MAL,,MAL,0.3991130820399114,0.0,0.0,0.39911308203991136
1244,BF Mailata ,4,2,2,0,24,0,0,0,12,0,0,0,,Samoa,,,0.39911308203991136,0.0,0.0,0.39911308203991136
375,B Muzarabani ,6,6,24,0,220,9,3,24,9,16,0,0,,ZIM,,ZIM,0.017741889926137264,0.5009276437847867,0.0,0.3934376227647274
590,DMW Rawlins ,11,11,37,0,285,5,2,57,7,44,0,0,,BMUDA,,BMUDA,0.008758674122565455,0.5102040816326533,0.0,0.3914117353470554
486,Abu Hider ,13,12,36,0,330,6,2,55,9,36,0,0,,BDESH,,BDESH,0.014282101024937226,0.5009276437847867,0.0,0.38997783386352725
545,R Ankad ,8,8,23,1,178,5,3,35,7,28,0,0,,Mex,,,0.01215981470758541,0.4870129870129872,0.02232290710641976,0.3885810085205357
537,JDF Vandersay ,10,10,35,1,262,6,2,43,7,35,0,0,,SL,,SL,0.011897720006003873,0.4870129870129871,0.02220457906455338,0.3882597497980208
428,P Taylor ,7,6,18,0,144,8,4,18,8,13,1,0,,CZK-R,,CZK-R,0.026362741913464334,0.4823747680890539,0.0,0.38814381798025477
1234,JS Kundi ,6,2,2,0,15,0,0,0,7,0,0,0,,KENYA,,KENYA,0.3880266075388027,0.0,0.0,0.3880266075388027
1212,Iftikhar Ahmed ,6,1,1,0,7,0,0,0,7,0,0,0,,PAK,,PAK,0.3880266075388027,0.0,0.0,0.3880266075388027
1230,JM Kemp ,8,1,1,0,5,0,0,0,5,0,0,0,,SA,,SA,0.3880266075388027,0.0,0.0,0.3880266075388027
477,S Sreesanth ,10,9,34,2,288,7,2,41,8,29,0,0,,INDIA,,INDIA,0.014508693676765503,0.47077922077922096,0.03876755466736983,0.3869768865948662
401,SC Getkate ,14,14,35,0,323,8,2,40,9,26,0,0,,IRE,,IRE,0.02437259028062203,0.482374768089054,0.0,0.38615366634741255
666,Mehidy Hasan Miraz ,13,13,36,0,330,4,2,82,9,54,0,0,,BDESH,,BDESH,0.00706833794509088,0.5009276437847867,0.0,0.3827640707836809
412,RAS Lakmal ,11,11,34,0,330,8,2,41,9,26,0,0,,SL,,SL,0.01813586709595688,0.482374768089054,0.0,0.3799169431627474
524,Sagar Pun ,9,8,23,0,131,6,3,21,5,23,0,0,,NEPAL,,NEPAL,0.018427018582370457,0.4800556586270873,0.0,0.3784687625526859
312,D Maisuria ,6,5,17,0,121,11,4,11,7,9,1,0,,Botsw,,,0.033028321544993654,0.45918367346938793,0.0,0.3774160766470346
1144,M Aboagye ,3,1,1,0,17,0,0,0,17,0,0,0,,Ghana,,,0.37694013303769425,0.0,0.0,0.37694013303769425
1304,GR Russ ,3,2,3,0,52,0,0,0,17,0,0,0,,PHI,,PHI,0.37694013303769425,0.0,0.0,0.37694013303769425
393,U Bhatti ,7,7,23,0,148,8,3,18,6,17,0,0,,CAN,,CAN,0.019772056435098245,0.4730983302411876,0.0,0.3745958041159889
526,E Schiferli ,7,6,23,0,146,6,3,24,6,23,0,0,,NL,,NL,0.014193511940909813,0.4800556586270873,0.0,0.3742352559112253
404,H Gori ,7,7,23,0,133,8,3,16,5,17,0,0,,CZK-R,,CZK-R,0.018801107235160368,0.4730983302411876,0.0,0.373624854916051
572,MW Machan ,13,7,22,0,156,5,3,31,6,27,0,0,,SCOT,,SCOT,0.02082899585743527,0.4696196660482377,0.0,0.3730437453936135
501,S Dhaniram ,11,11,33,1,192,6,2,32,5,33,0,0,,CAN,,CAN,0.013902227180928437,0.45918367346938793,0.029505683384729784,0.3730428239753343
261,AR McBrine ,19,13,29,0,216,13,2,16,7,13,0,0,,IRE,,IRE,0.07896465038767356,0.3919294990723563,0.0,0.3729117746919408
384,L Siaka ,26,5,12,0,56,9,3,6,4,8,0,0,,PNG,,PNG,0.17889003441279347,0.25046382189239336,0.0,0.36673790083208857
315,Muhamad Syahadat ,10,8,21,0,127,11,3,11,6,11,0,0,,MAL,,MAL,0.05095798181227593,0.420918367346939,0.0,0.3666467573224802
408,Inam-ul-Haq ,11,10,31,2,211,8,2,26,6,23,0,0,,QAT,,QAT,0.021510259198623344,0.4267161410018554,0.050008295480990596,0.36655151269051023
1317,Shoaib Gazi Hossain ,4,1,2,0,23,0,0,0,11,0,0,0,,Chile,,,0.3658536585365854,0.0,0.0,0.36585365853658547
1151,Ameer Saiyed ,4,3,4,0,44,0,0,0,11,0,0,0,,Botsw,,,0.3658536585365854,0.0,0.0,0.36585365853658547
1166,KS Bagabena ,4,4,4,0,56,0,0,0,11,0,0,0,,Ghana,,,0.3658536585365854,0.0,0.0,0.36585365853658547
1340,R Ulutuna ,4,1,1,0,11,0,0,0,11,0,0,0,,TKY,,TKY,0.3658536585365854,0.0,0.0,0.36585365853658547
1198,JA Fitzgerald ,4,1,2,0,22,0,0,0,11,0,0,0,,GIBR,,GIBR,0.3658536585365854,0.0,0.0,0.36585365853658547
487,VD Adewoye ,7,7,16,1,135,6,4,22,8,16,1,0,,NGA,,NGA,0.02095324422213008,0.44526901669758817,0.020872196415474505,0.3653411049530585
340,JF Mooney ,27,10,26,1,176,10,2,17,6,15,0,0,,IRE,,IRE,0.09136683893832365,0.34786641929499074,0.02554436029108028,0.3650388335551068
361,OD Hald ,9,7,21,0,113,9,3,12,5,14,0,0,,DEN,,DEN,0.03436571713719454,0.43831168831168843,0.0,0.3630994833709609
381,JA Richardson ,9,9,34,0,287,9,2,31,8,22,0,0,,AUS,,AUS,0.01851466298438691,0.4591836734693878,0.0,0.36290241808642776
353,HR Walsh ,13,11,32,0,257,10,2,25,7,19,0,0,,USA,WI,USA,0.03155620207041676,0.4406307977736551,0.0,0.36202930040065806
380,Qadeer Ahmed ,10,10,32,1,253,9,2,28,7,21,0,0,,UAE,,UAE,0.020654737525950845,0.43831168831168843,0.021112176339402957,0.3599445919294185
398,Fawad Alam ,24,6,15,0,95,8,3,11,6,11,0,0,,PAK,,PAK,0.1302259535202607,0.30612244897959195,0.0,0.35981779025495464
466,Nasir Hossain ,31,11,29,0,262,7,2,37,8,25,0,0,,BDESH,,BDESH,0.05542283000726379,0.405844155844156,0.0,0.3598059468903808
392,OGL Bascome ,11,6,15,0,117,8,4,14,7,11,1,0,,BMUDA,,BMUDA,0.05084243083310971,0.40816326530612257,0.0,0.35696487981270164
1343,M Vijay ,9,1,2,0,9,0,0,0,4,0,0,0,,INDIA,,INDIA,0.35476718403547686,0.0,0.0,0.3547671840354769
313,NO Miller ,9,9,31,0,224,11,2,20,7,17,0,0,,WI,,WI,0.02728543788043556,0.43367346938775525,0.0,0.352540539921252
447,MJ Henry ,6,6,22,1,191,7,3,27,8,18,0,0,,NZ,,NZ,0.013704441232792958,0.43831168831168843,0.019782413884574856,0.3523294144088467
539,KS Williamson ,57,12,19,0,164,6,2,27,8,19,0,0,,NZ,,NZ,0.15348974180728112,0.264378478664193,0.0,0.35177360080542597
390,Aizaz Cheema ,5,5,17,0,116,8,4,14,6,12,1,0,,PAK,,PAK,0.017431690571351896,0.44526901669758834,0.0,0.3513834530945432
355,FA Allen ,11,10,31,1,214,9,2,23,6,20,0,0,,WI,,WI,0.02486858029880364,0.417439703153989,0.024619772937871896,0.35025824413323137
374,S Muniandy ,15,12,30,0,260,9,2,28,8,20,0,0,,MAL,,MAL,0.03671953337946816,0.417439703153989,0.0,0.34979931074495996
365,Ilyas Ahmed ,6,6,21,0,160,9,3,17,7,14,0,0,,KUW,,KUW,0.0204989702746239,0.43831168831168843,0.0,0.34923273650839026
456,S Randiv ,7,7,21,0,139,7,3,19,6,18,0,0,,SL,,SL,0.018597626015269087,0.43831168831168843,0.0,0.3473313922490354
427,A Symonds ,14,12,30,0,277,8,2,34,8,23,0,0,,AUS,,AUS,0.02678365964149442,0.4267161410018554,0.0,0.346820765392886
514,M Ntini ,10,10,32,0,298,6,2,49,9,32,0,0,,SA,,SA,0.01272357771614307,0.44526901669758817,0.0,0.3466753402393342
278,Arafat Sunny ,10,10,31,0,230,12,2,19,7,15,0,0,,BDESH,,BDESH,0.03254584552672091,0.417439703153989,0.0,0.34562562289221266
438,JP Behrendorff ,7,6,16,0,117,7,4,16,7,13,1,0,,AUS,,AUS,0.02632155012922452,0.4220779220779222,0.0,0.34287999168766614
419,Nasrulla Rana ,8,8,20,0,162,8,3,20,7,15,0,0,,HKG,,HKG,0.023874758145381113,0.41743970315398893,0.0,0.33695453551087273
432,JJ van der Wath ,8,8,31,0,231,8,2,28,7,23,0,0,,SA,,SA,0.01606479585351732,0.4267161410018554,0.0,0.33610190160490894
367,RK Kleinveldt ,6,6,20,1,173,9,3,19,8,13,0,0,,SA,,SA,0.020664028905854545,0.40700371057513923,0.020017264680527835,0.33592544417747294
433,TC Vine ,6,6,15,0,105,8,4,13,7,11,1,0,,ESP,,ESP,0.027566809452781192,0.40816326530612257,0.0,0.3336892584323732
604,W Viraliliu ,10,9,20,0,164,5,3,32,8,24,0,0,,VAN,,VAN,0.02001920714053695,0.417439703153989,0.0,0.3330989845060287
1277,N Nankov ,3,1,1,0,15,0,0,0,15,0,0,0,,,,,0.3325942350332597,0.0,0.0,0.3325942350332597
1215,Jagjit Singh ,4,1,1,0,10,0,0,0,10,0,0,0,,Peru,,,0.3325942350332594,0.0,0.0,0.33259423503325936
533,Soumya Sarkar ,46,13,23,0,249,6,2,41,10,23,0,0,,BDESH,,BDESH,0.09067933547978438,0.32003710575139155,0.0,0.33070716479332796
423,Rumman Raees ,8,8,28,2,220,8,2,27,7,21,0,0,,PAK,,PAK,0.01678794051017137,0.3896103896103898,0.043142530389880224,0.3305669979129039
499,F Damiao Couana ,7,5,18,2,118,6,3,19,6,18,0,0,,Moz,,,0.018597626015269087,0.3756957328385901,0.05413218902770788,0.32743552015806554
505,Irfan Bhima ,4,4,15,3,51,6,3,8,3,15,0,0,,MWI,,MWI,0.011916194726510091,0.3130797773654917,0.16116345205048613,0.32730775377587196
492,TL Best ,6,6,20,0,154,6,3,25,7,20,0,0,,WI,,WI,0.013148417529340317,0.417439703153989,0.0,0.326228194894832
383,JRMVB Sanjaya ,8,8,28,1,250,9,2,27,8,19,0,0,,SL,,SL,0.01918621772591014,0.3965677179962896,0.018721003168814813,0.3259725078075346
513,T Muzarabani ,9,9,30,0,280,6,2,46,9,30,0,0,,ZIM,,ZIM,0.01237902663762673,0.41743970315398893,0.0,0.32545880400311844
357,Bilal Zalmai ,5,4,14,1,67,9,4,7,4,9,1,0,,Aut,,,0.024372085891427208,0.3756957328385901,0.03790566306993332,0.3250967170553364
444,Habib Ahmadzai ,5,5,14,1,96,7,4,13,6,12,1,0,,Aut,,,0.018902955053335675,0.3896103896103898,0.026125584474187495,0.3241735394982218
555,LA Dawson ,6,6,20,0,152,5,3,30,7,24,0,0,,ENG,,ENG,0.010545096765385727,0.417439703153989,0.0,0.3236248741308775
376,A Neill ,5,5,20,0,154,9,3,17,7,13,0,0,,SCOT,,SCOT,0.01639917621969912,0.40700371057513923,0.0,0.3216519591510536
370,PK Matautaava ,10,8,28,1,199,9,2,22,7,18,0,0,,VAN,,VAN,0.02750113304154573,0.3756957328385901,0.024077777026960324,0.3213118211839684
413,AV Lalcheta ,17,15,51,3,374,8,1,46,7,38,0,0,,OMAN,,OMAN,0.01925626365853047,0.35250463821892397,0.06442914325392642,0.3158493139496866
709,K Weeraratne ,5,5,15,0,126,4,4,31,8,22,1,0,,SL,,SL,0.009257331492193455,0.40816326530612257,0.0,0.3153797804717854
516,SNJ O'Keefe ,7,7,19,0,149,6,3,24,7,19,0,0,,AUS,,AUS,0.016559097264394782,0.3965677179962896,0.0,0.313984885761612
457,NR Kumar ,18,10,26,0,160,7,2,22,6,22,0,0,,CAN,,CAN,0.044525643972026414,0.35714285714285726,0.0,0.3123827868291693
1223,NG Jones ,5,2,2,0,14,0,0,0,7,0,0,0,,IRE,,IRE,0.3104212860310422,0.0,0.0,0.31042128603104224
1199,DR Flynn ,5,1,1,0,7,0,0,0,7,0,0,0,,NZ,,NZ,0.3104212860310422,0.0,0.0,0.31042128603104224
396,DC Delany ,8,8,28,0,222,8,2,27,7,21,0,0,,IRE,,IRE,0.01678794051017137,0.3896103896103898,0.0,0.30899573271796377
460,NA Maiolo ,8,7,28,0,152,7,2,21,5,24,0,0,,ITA,,ITA,0.01612364125957415,0.3896103896103898,0.0,0.3083314334673666
403,K Gore ,4,4,16,2,70,8,3,8,4,12,0,0,,USA,,USA,0.01588825963534679,0.33395176252319125,0.08282148728657561,0.30776282517102804
407,L Hermida ,5,5,18,1,94,8,3,11,5,13,0,0,,Mex,,,0.01887332659713923,0.3617810760667905,0.03433454901353038,0.30737640815399725
448,Hirenkumar Patel ,4,4,15,0,82,7,4,11,5,12,1,0,,Chile,,,0.014154994947854422,0.3896103896103898,0.0,0.3063627871556468
356,Atif Mehmood ,9,9,27,0,154,9,2,17,5,18,0,0,,ESP,,ESP,0.02342739459957017,0.3756957328385901,0.0,0.3051991942285127
411,P Kumar ,10,10,26,1,193,8,2,24,7,19,0,0,,INDIA,,INDIA,0.024838645896592175,0.352504638218924,0.023115958845493233,0.3007751039835318
663,CS MacLeod ,49,11,23,0,174,4,2,43,7,34,0,0,,SCOT,,SCOT,0.06345450669868732,0.3153988868274583,0.0,0.3000036718192811
426,TAM Siriwardana ,22,13,23,0,206,8,2,25,8,17,0,0,,SL,,SL,0.06311240414083352,0.3153988868274583,0.0,0.2996615692614273
679,Nizakat Khan ,34,5,14,0,83,4,3,20,5,21,0,0,,HKG,,HKG,0.08039459375485478,0.29220779220779236,0.0,0.299550437910699
1229,Karweng NG ,4,3,9,0,81,0,0,0,9,0,0,0,,PHI,,PHI,0.2993348115299335,0.0,0.0,0.29933481152993346
1327,S Sola ,4,1,1,0,9,0,0,0,9,0,0,0,,Samoa,,,0.2993348115299335,0.0,0.0,0.29933481152993346
1344,V Vijh ,4,3,7,0,72,0,0,0,9,0,0,0,,LUX,,LUX,0.2993348115299335,0.0,0.0,0.29933481152993346
1255,AJ Michael ,4,1,2,0,18,0,0,0,9,0,0,0,,Samoa,,,0.2993348115299335,0.0,0.0,0.29933481152993346
1253,PHKD Mendis ,4,3,5,0,48,0,0,0,9,0,0,0,,SL,,SL,0.2993348115299335,0.0,0.0,0.29933481152993346
464,CT Mutombodzi ,13,9,26,0,188,7,2,26,7,22,0,0,,ZIM,,ZIM,0.030114362878072683,0.35714285714285726,0.0,0.2979715057352157
395,CD de Lange ,8,7,27,0,171,8,2,21,6,20,0,0,,SCOT,,SCOT,0.019348369511488977,0.3710575139146569,0.0,0.29764150494748165
494,NM Carter ,7,7,26,1,168,6,2,28,6,26,0,0,,SCOT,,SCOT,0.011802707157686195,0.3617810760667905,0.02685719356558533,0.29656711099057176
304,Abdur Rehman ,8,8,26,0,192,11,2,17,7,14,0,0,,PAK,,PAK,0.02869855838447346,0.35714285714285726,0.0,0.29655570124161645
455,Junaid Siddique ,8,8,26,1,179,7,2,25,6,22,0,0,,UAE,,UAE,0.01577810103520838,0.35714285714285726,0.025082301652567248,0.2961763947186349
459,MF Maharoof ,8,8,27,0,199,7,2,28,7,23,0,0,,SL,,SL,0.01606479585351732,0.3733766233766235,0.0,0.29609726338598485
434,C Waiswa ,4,4,14,0,115,8,4,14,8,10,1,0,,UGA,,UGA,0.017431690571351896,0.3710575139146569,0.0,0.2957248260073446
482,CR Woakes ,8,8,27,0,253,7,2,36,9,23,0,0,,ENG,,ENG,0.015076193031762412,0.3733766233766235,0.0,0.2951086605642299
399,H Fennell ,5,5,12,1,57,8,4,7,4,9,1,0,,Arg,,,0.024372085891427208,0.33395176252319114,0.03835464687918894,0.29401323122341494
503,Farhad Reza ,13,11,26,0,261,6,2,43,10,26,0,0,,BDESH,,BDESH,0.02266232382095976,0.3617810760667905,0.0,0.29399813087105264
594,KD Shah ,26,9,24,1,190,5,2,38,7,28,0,0,,HKG,,HKG,0.03902379559558854,0.3246753246753248,0.02170423711384979,0.293382407659007
583,PJ Ongondo ,8,8,26,1,177,5,2,35,6,31,0,0,,KENYA,,KENYA,0.010422698320787495,0.35946196660482377,0.025388600411054306,0.2927134734799325
504,S Hirugade ,6,5,13,0,92,6,4,15,6,13,1,0,,Mex,,,0.020195743358707472,0.36178107606679044,0.0,0.2915315504088003
525,NA Saini ,5,5,17,1,137,6,3,22,8,17,0,0,,INDIA,,INDIA,0.013968829481420053,0.35482374768089064,0.021833630768910893,0.2910034556265435
569,SC Kuggeleijn ,9,9,26,0,260,5,2,52,9,32,0,0,,NZ,,NZ,0.01036403397751853,0.3710575139146568,0.0,0.28865716941351116
561,WT Gavera ,6,6,17,1,113,5,3,22,6,20,0,0,,PNG,,PNG,0.0130957776388313,0.34786641929499085,0.026752093021123087,0.28737163862063597
480,JC Tredwell ,17,15,52,0,416,7,1,59,7,45,0,0,,ENG,,ENG,0.01327073618355746,0.36525974025974045,0.0,0.2872155413783628
363,BW Hilfenhaus ,7,7,26,0,161,9,2,17,6,17,0,0,,AUS,,AUS,0.02108465513961315,0.35482374768089064,0.0,0.2872024659002812
422,Rakibul Hasan ,8,7,23,2,147,8,2,18,6,17,0,0,,ITA,,ITA,0.02306739917428129,0.3153988868274583,0.05481650330723979,0.28702481594849494
323,MA Wood ,5,5,17,0,148,11,3,13,8,9,0,0,,ENG,,ENG,0.025203940071114234,0.3443877551020409,0.0,0.2834947563976449
371,Md Nurul Huda ,5,5,16,0,118,9,3,13,7,11,0,0,,Fin,,,0.022053447562224954,0.3443877551020409,0.0,0.28034426388875566
551,Bilawal Bhatti ,9,9,26,0,255,5,2,51,9,31,0,0,,PAK,,PAK,0.010666941370868134,0.35946196660482377,0.0,0.2802634163244859
603,LV van Beek ,8,7,17,0,160,5,3,32,9,20,0,0,,NL,,NL,0.01751680624796983,0.34786641929499085,0.0,0.2784166207192129
675,Nawroz Mangal ,32,6,10,0,80,4,3,20,8,15,0,0,,AFG,,AFG,0.12083551061335747,0.20871985157699446,0.0,0.27737539929610333
601,RJW Topley ,6,6,17,0,173,5,3,34,10,20,0,0,,ENG,,ENG,0.012876759443026162,0.34786641929499085,0.0,0.27377657391426924
442,JL Denly ,10,5,11,0,85,7,4,12,7,9,1,0,,ENG,,ENG,0.0541260044910814,0.2922077922077923,0.0,0.2732818486469256
701,Syed Aziz ,14,8,24,0,187,4,2,46,7,37,0,0,,MAL,,MAL,0.015645714222556,0.3432282003710576,0.0,0.27306686450084916
510,M Mooketsi ,7,7,25,0,197,6,2,32,7,25,0,0,,Botsw,,,0.011677870831979886,0.34786641929499085,0.0,0.272577685303223
607,BTJ Wheal ,5,5,17,0,143,5,3,28,8,20,0,0,,SCOT,,SCOT,0.01049129525127662,0.34786641929499085,0.0,0.2713911097225197
366,TE Kane ,7,5,15,0,143,9,3,15,9,10,0,0,,IRE,,IRE,0.03635233804567346,0.31307977736549175,0.0,0.27116217106979223
558,A Flintoff ,7,7,25,0,161,5,2,32,6,30,0,0,,ENG,,ENG,0.010009603570268475,0.34786641929499074,0.0,0.2709094180415115
